id,filename,status,issue_codes,path
sterile_equipment_stand_01,sterile_equipment_stand_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\sterile_equipment_stand_01.png
sterile_supply_cart_01,sterile_supply_cart_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\sterile_supply_cart_01.png
stretcher_wall_dock_01,stretcher_wall_dock_01.png,warning,touching_canvas_edge,C:\Users\USER\RastalR-Modern\staging\pending\normalized\stretcher_wall_dock_01.png
suction_unit_mobile_01,suction_unit_mobile_01.png,warning,touching_canvas_edge,C:\Users\USER\RastalR-Modern\staging\pending\normalized\suction_unit_mobile_01.png
surgical_instrument_table_01,surgical_instrument_table_01.png,warning,touching_canvas_edge,C:\Users\USER\RastalR-Modern\staging\pending\normalized\surgical_instrument_table_01.png
surgical_instrument_trolley_01,surgical_instrument_trolley_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\surgical_instrument_trolley_01.png
surgical_light_ceiling_01,surgical_light_ceiling_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\surgical_light_ceiling_01.png
surgical_linen_hamper_01,surgical_linen_hamper_01.png,warning,touching_canvas_edge,C:\Users\USER\RastalR-Modern\staging\pending\normalized\surgical_linen_hamper_01.png
surgical_scrub_sink_01,surgical_scrub_sink_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\surgical_scrub_sink_01.png
surgical_stool_01,surgical_stool_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\surgical_stool_01.png
surgical_video_recording_unit_01,surgical_video_recording_unit_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\surgical_video_recording_unit_01.png
surgical_waste_cart_dual_01,surgical_waste_cart_dual_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\surgical_waste_cart_dual_01.png
syringe_pump_single_01,syringe_pump_single_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\syringe_pump_single_01.png
tablet_counting_station_01,tablet_counting_station_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\tablet_counting_station_01.png
thermometer_dock_01,thermometer_dock_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\thermometer_dock_01.png
trauma_equipment_cart_01,trauma_equipment_cart_01.png,warning,touching_canvas_edge,C:\Users\USER\RastalR-Modern\staging\pending\normalized\trauma_equipment_cart_01.png
trauma_immobilization_rack_01,trauma_immobilization_rack_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\trauma_immobilization_rack_01.png
trauma_overbed_table_01,trauma_overbed_table_01.png,warning,touching_canvas_edge,C:\Users\USER\RastalR-Modern\staging\pending\normalized\trauma_overbed_table_01.png
trauma_stretcher_01,trauma_stretcher_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\trauma_stretcher_01.png
trauma_stretcher_raised_01,trauma_stretcher_raised_01.png,warning,touching_canvas_edge,C:\Users\USER\RastalR-Modern\staging\pending\normalized\trauma_stretcher_raised_01.png
triage_vital_signs_station_01,triage_vital_signs_station_01.png,warning,touching_canvas_edge,C:\Users\USER\RastalR-Modern\staging\pending\normalized\triage_vital_signs_station_01.png
triage_workstation_01,triage_workstation_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\triage_workstation_01.png
ui_patient_status_01,ui_patient_status_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\ui_patient_status_01.png
ultra_low_freezer_01,ultra_low_freezer_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\ultra_low_freezer_01.png
unit_dose_packaging_machine_01,unit_dose_packaging_machine_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\unit_dose_packaging_machine_01.png
unit_dose_storage_cabinet_01,unit_dose_storage_cabinet_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\unit_dose_storage_cabinet_01.png
ventilator_standard_01,ventilator_standard_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\ventilator_standard_01.png
visitor_chair_patient_room_01,visitor_chair_patient_room_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\visitor_chair_patient_room_01.png
waiting_bench_2seat_01,waiting_bench_2seat_01.png,warning,touching_canvas_edge,C:\Users\USER\RastalR-Modern\staging\pending\normalized\waiting_bench_2seat_01.png
waiting_bench_3seat_01,waiting_bench_3seat_01.png,warning,touching_canvas_edge,C:\Users\USER\RastalR-Modern\staging\pending\normalized\waiting_bench_3seat_01.png
waiting_chair_01,waiting_chair_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\waiting_chair_01.png
waiting_chair_contrast_01,waiting_chair_contrast_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\waiting_chair_contrast_01.png
waiting_chair_single_01,waiting_chair_single_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\waiting_chair_single_01.png
wall_diagnostic_set_01,wall_diagnostic_set_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\wall_diagnostic_set_01.png
wall_medical_rail_01,wall_medical_rail_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\wall_medical_rail_01.png
wall_oxygen_panel_01,wall_oxygen_panel_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\wall_oxygen_panel_01.png
warming_infusion_trolley_01,warming_infusion_trolley_01.png,warning,touching_canvas_edge,C:\Users\USER\RastalR-Modern\staging\pending\normalized\warming_infusion_trolley_01.png
water_cooler_01,water_cooler_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\water_cooler_01.png
wheelchair_standard_01,wheelchair_standard_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\wheelchair_standard_01.png
